M20C,B20C,M25C,B25C,M30C,B30C,M35C,B35C,M40C,B40C,M45C,B45C,M50C,B50C,M55C,B55C,M60C,B60C,M65C,B65C,M70C,B70C,M75C,B75C,M80C,B80C,M85C,B85C,M90C,B90C,M95C,B95C,M100C,B100C,M105C,B105C,M110C,B110C,M115C,B115C,M120C,B120C,M125C,B125C,M130C,B130C,M135C,B135C
18.1923,2141.96,18.0645,2141.99,17.8849,2141.96,17.548,2141.96,16.4486,2141.97,15.6518,2141.94,14.5683,2141.91,13.3097,2141.93,12.1669,2141.91,10.5605,2142.17,9.08822,2142.03,8.57767,2141.95,7.36549,2141.92,6.21082,2141.95,4.86048,2141.94,4.34343,2141.96,3.6514,2141.93,3.03481,2141.92,2.53402,2141.91,2.15734,2141.94,1.84581,2141.91,1.5488,2141.92,1.35311,2141.91,1.16974,2141.92
18.1926,2140.71,18.0626,2140.74,17.8835,2140.71,17.5491,2140.7,16.446,2140.73,15.6489,2140.7,14.5677,2140.67,13.3081,2140.67,12.1659,2140.69,10.5582,2140.93,9.08748,2140.79,8.57506,2140.72,7.36347,2140.69,6.20909,2140.7,4.85863,2140.69,4.3414,2140.72,3.64972,2140.7,3.03284,2140.68,2.53303,2140.67,2.1564,2140.7,1.84481,2140.67,1.54808,2140.68,1.35211,2140.67,1.17053,2140.67
18.1927,2139.47,18.0609,2139.49,17.8822,2139.47,17.5477,2139.44,16.4452,2139.47,15.6473,2139.44,14.5692,2139.41,13.3077,2139.42,12.1651,2139.43,10.5563,2139.67,9.08552,2139.54,8.57152,2139.46,7.36166,2139.44,6.20652,2139.46,4.85741,2139.43,4.34027,2139.47,3.6481,2139.46,3.03188,2139.43,2.53192,2139.41,2.15538,2139.45,1.844,2139.42,1.54743,2139.42,1.35169,2139.42,1.17046,2139.42
18.1926,2138.23,18.0602,2138.25,17.881,2138.24,17.5477,2138.21,16.4457,2138.22,15.6462,2138.21,14.5653,2138.18,13.3077,2138.18,12.1622,2138.19,10.5537,2138.44,9.08359,2138.3,8.56951,2138.21,7.36018,2138.21,6.20457,2138.22,4.85578,2138.2,4.33756,2138.22,3.64671,2138.21,3.03018,2138.19,2.53032,2138.18,2.15447,2138.2,1.84254,2138.18,1.54665,2138.18,1.35115,2138.17,1.16961,2138.18
18.1924,2136.98,18.0608,2137.01,17.8791,2137,17.5482,2136.93,16.4453,2136.97,15.6445,2136.97,14.5628,2136.93,13.3078,2136.93,12.1632,2136.94,10.5495,2137.19,9.08193,2137.05,8.56751,2136.98,7.35893,2136.94,6.2046,2136.97,4.85386,2136.95,4.3338,2136.97,3.64345,2136.97,3.02909,2136.94,2.52897,2136.93,2.15411,2136.95,1.84149,2136.94,1.54511,2136.94,1.3504,2136.93,1.16952,2136.93
18.192,2135.73,18.06,2135.77,17.8787,2135.74,17.5483,2135.69,16.4457,2135.71,15.6448,2135.71,14.5595,2135.67,13.3077,2135.68,12.1606,2135.68,10.5465,2135.93,9.07991,2135.79,8.56667,2135.72,7.35735,2135.68,6.20316,2135.71,4.85201,2135.69,4.33276,2135.72,3.64164,2135.7,3.02756,2135.7,2.52782,2135.66,2.15259,2135.7,1.84058,2135.68,1.54391,2135.69,1.3495,2135.67,1.16892,2135.67
18.192,2134.49,18.0604,2134.54,17.877,2134.52,17.5478,2134.45,16.4438,2134.46,15.6456,2134.45,14.5594,2134.43,13.3082,2134.43,12.1596,2134.43,10.5435,2134.68,9.07758,2134.56,8.56505,2134.49,7.35492,2134.45,6.20096,2134.48,4.8512,2134.45,4.33188,2134.49,3.64159,2134.46,3.0237,2134.45,2.52641,2134.42,2.15204,2134.46,1.83898,2134.44,1.54408,2134.44,1.3489,2134.44,1.16803,2134.42
18.1918,2133.23,18.0599,2133.3,17.875,2133.28,17.5494,2133.2,16.4438,2133.2,15.6434,2133.22,14.5597,2133.19,13.307,2133.2,12.1579,2133.2,10.5409,2133.44,9.07592,2133.31,8.56374,2133.24,7.3535,2133.21,6.19945,2133.24,4.8501,2133.22,4.33043,2133.23,3.63999,2133.22,3.02354,2133.2,2.52556,2133.18,2.15067,2133.22,1.83826,2133.19,1.54404,2133.2,1.34833,2133.18,1.16711,2133.18
18.1915,2132.01,18.0584,2132.06,17.8742,2132.04,17.5504,2131.97,16.4415,2131.98,15.6421,2131.97,14.5582,2131.97,13.3023,2131.97,12.1546,2131.97,10.5411,2132.2,9.07361,2132.07,8.56159,2132,7.35382,2131.97,6.19755,2132,4.84837,2131.98,4.32913,2131.99,3.6386,2132,3.02345,2131.96,2.52394,2131.95,2.14673,2131.98,1.83733,2131.95,1.54335,2131.96,1.3475,2131.96,1.16647,2131.94
18.1912,2130.76,18.0573,2130.83,17.8737,2130.81,17.5503,2130.73,16.4409,2130.73,15.6415,2130.73,14.5577,2130.71,13.3021,2130.72,12.1542,2130.72,10.5414,2130.95,9.0716,2130.83,8.55988,2130.76,7.35201,2130.72,6.19566,2130.76,4.84761,2130.74,4.32712,2130.76,3.63529,2130.73,3.02211,2130.72,2.52218,2130.7,2.14698,2130.73,1.83597,2130.72,1.54249,2130.72,1.34546,2130.73,1.1661,2130.71
18.1908,2129.5,18.0575,2129.58,17.8735,2129.57,17.5504,2129.49,16.4425,2129.49,15.639,2129.49,14.5537,2129.47,13.3004,2129.47,12.1522,2129.47,10.5398,2129.72,9.06861,2129.59,8.559,2129.51,7.34992,2129.49,6.19457,2129.52,4.84588,2129.49,4.32451,2129.51,3.63548,2129.49,3.02048,2129.48,2.52079,2129.47,2.14646,2129.49,1.83496,2129.47,1.54153,2129.47,1.34414,2129.46,1.1647,2129.48
18.1903,2128.27,18.0587,2128.34,17.8731,2128.32,17.5506,2128.25,16.4393,2128.25,15.6374,2128.25,14.5507,2128.22,13.2988,2128.24,12.1489,2128.23,10.5371,2128.47,9.06654,2128.35,8.55708,2128.26,7.34778,2128.26,6.19272,2128.27,4.84424,2128.24,4.32431,2128.26,3.6346,2128.25,3.01896,2128.24,2.51888,2128.23,2.14311,2128.26,1.83417,2128.23,1.53965,2128.24,1.34374,2128.24,1.16445,2128.22
18.1901,2127.02,18.0609,2127.08,17.8723,2127.08,17.5494,2126.99,16.437,2126.99,15.6358,2127,14.5467,2126.98,13.297,2126.99,12.1441,2126.98,10.5344,2127.23,9.06554,2127.09,8.55531,2127.03,7.34607,2126.99,6.19052,2127.02,4.84183,2127,4.32276,2127.03,3.63245,2127,3.01747,2126.98,2.51717,2126.96,2.14411,2126.99,1.83321,2126.97,1.53671,2126.97,1.34287,2126.99,1.16385,2126.97
18.1901,2125.76,18.0614,2125.86,17.8718,2125.82,17.5477,2125.75,16.4345,2125.75,15.6348,2125.76,14.5447,2125.73,13.2969,2125.74,12.1443,2125.74,10.5322,2125.97,9.0648,2125.86,8.55414,2125.78,7.34437,2125.74,6.18926,2125.78,4.83963,2125.74,4.32082,2125.78,3.63078,2125.75,3.01628,2125.74,2.51621,2125.72,2.14402,2125.76,1.83212,2125.74,1.53592,2125.74,1.34285,2125.73,1.16282,2125.73
18.1901,2124.51,18.0627,2124.6,17.8713,2124.58,17.5467,2124.5,16.4315,2124.5,15.6335,2124.5,14.5415,2124.49,13.2973,2124.48,12.1439,2124.48,10.5288,2124.73,9.06383,2124.59,8.55265,2124.53,7.34371,2124.5,6.18774,2124.53,4.8375,2124.51,4.31938,2124.53,3.62774,2124.5,3.01422,2124.49,2.51517,2124.47,2.14197,2124.5,1.83106,2124.47,1.53527,2124.48,1.34257,2124.49,1.1621,2124.48
18.1903,2123.28,18.0638,2123.36,17.871,2123.34,17.548,2123.26,16.4296,2123.25,15.6313,2123.26,14.541,2123.23,13.2957,2123.25,12.1418,2123.24,10.5269,2123.5,9.06227,2123.36,8.55074,2123.27,7.34205,2123.24,6.18615,2123.29,4.83651,2123.25,4.31784,2123.29,3.6262,2123.26,3.01101,2123.25,2.51403,2123.22,2.14229,2123.24,1.83016,2123.24,1.53478,2123.25,1.34047,2123.24,1.16173,2123.24
18.1912,2122.04,18.063,2122.12,17.8705,2122.1,17.5462,2122.03,16.431,2122,15.6308,2122.02,14.543,2121.99,13.294,2122,12.1427,2122,10.5249,2122.25,9.06046,2122.12,8.54935,2122.03,7.33993,2122.01,6.18434,2122.04,4.8353,2122.02,4.3161,2122.04,3.62508,2122.02,3.0097,2122,2.51326,2121.99,2.14186,2122.01,1.8295,2121.99,1.53365,2122,1.34064,2122.01,1.16152,2122
18.1911,2120.78,18.0623,2120.85,17.8704,2120.84,17.5488,2120.79,16.4303,2120.76,15.6286,2120.77,14.5415,2120.73,13.2909,2120.74,12.143,2120.74,10.5237,2121,9.05923,2120.87,8.54819,2120.78,7.33806,2120.75,6.18205,2120.79,4.83424,2120.77,4.31494,2120.78,3.62411,2120.76,3.00947,2120.76,2.51233,2120.74,2.14161,2120.75,1.82828,2120.74,1.53255,2120.75,1.34087,2120.75,1.16134,2120.75
18.1907,2119.54,18.062,2119.62,17.8708,2119.6,17.5503,2119.55,16.429,2119.51,15.6287,2119.53,14.5416,2119.5,13.2888,2119.5,12.1453,2119.51,10.5232,2119.75,9.05771,2119.62,8.54526,2119.54,7.33605,2119.5,6.17985,2119.54,4.83269,2119.52,4.31378,2119.54,3.6224,2119.52,3.00848,2119.52,2.51049,2119.49,2.14034,2119.51,1.8275,2119.49,1.53221,2119.51,1.33862,2119.5,1.16088,2119.5
18.19,2118.29,18.0619,2118.35,17.8704,2118.34,17.5482,2118.3,16.4275,2118.26,15.6295,2118.26,14.5417,2118.24,13.2878,2118.25,12.1438,2118.25,10.5215,2118.5,9.0554,2118.37,8.54371,2118.28,7.33502,2118.24,6.17693,2118.29,4.83058,2118.26,4.3112,2118.28,3.6217,2118.27,3.0081,2118.26,2.50909,2118.23,2.14012,2118.26,1.82655,2118.25,1.53153,2118.24,1.33869,2118.24,1.16012,2118.24
18.19,2117.04,18.0624,2117.1,17.8703,2117.1,17.5456,2117.06,16.4259,2117.01,15.6285,2117.02,14.5412,2116.99,13.2874,2117,12.1404,2117,10.5191,2117.26,9.05327,2117.11,8.54176,2117.04,7.33344,2116.99,6.17424,2117.05,4.82763,2117.01,4.3084,2117.02,3.61948,2117.02,3.00699,2117,2.50775,2116.99,2.13886,2117.01,1.8254,2116.99,1.53042,2116.99,1.33828,2116.98,1.15944,2117
18.1901,2115.81,18.0591,2115.86,17.8701,2115.84,17.5446,2115.82,16.4247,2115.78,15.6266,2115.77,14.5413,2115.73,13.2868,2115.75,12.1385,2115.73,10.5178,2116.02,9.05157,2115.88,8.53874,2115.79,7.33163,2115.74,6.17269,2115.8,4.82463,2115.74,4.30646,2115.8,3.61752,2115.78,3.00634,2115.75,2.50698,2115.73,2.13811,2115.79,1.82417,2115.76,1.53032,2115.76,1.33752,2115.75,1.15863,2115.75
18.1903,2114.57,18.0548,2114.6,17.8709,2114.58,17.5441,2114.56,16.4236,2114.51,15.6242,2114.51,14.5437,2114.49,13.2861,2114.49,12.1389,2114.49,10.5151,2114.74,9.05024,2114.61,8.53705,2114.53,7.32969,2114.51,6.17003,2114.54,4.82171,2114.51,4.30617,2114.53,3.61661,2114.52,3.00473,2114.49,2.50569,2114.48,2.13627,2114.51,1.82324,2114.49,1.52959,2114.5,1.33668,2114.49,1.15796,2114.48
18.1912,2113.27,18.0541,2113.3,17.8712,2113.27,17.5426,2113.25,16.4263,2113.21,15.6221,2113.21,14.5448,2113.18,13.2847,2113.19,12.1365,2113.19,10.5147,2113.45,9.04807,2113.31,8.53544,2113.23,7.32776,2113.2,6.16842,2113.23,4.82174,2113.21,4.30529,2113.23,3.6154,2113.21,3.00136,2113.19,2.50485,2113.19,2.13439,2113.21,1.82259,2113.19,1.52861,2113.21,1.33585,2113.19,1.15682,2113.18
18.1917,2112.01,18.0555,2112.03,17.8701,2112.01,17.5402,2111.99,16.4234,2111.94,15.6189,2111.95,14.5423,2111.93,13.2822,2111.92,12.1321,2111.94,10.5155,2112.17,9.04616,2112.04,8.53303,2111.96,7.32547,2111.94,6.16688,2111.97,4.82133,2111.94,4.30419,2111.96,3.61279,2111.96,2.99906,2111.93,2.50396,2111.93,2.13202,2111.96,1.82136,2111.92,1.5276,2111.93,1.33509,2111.93,1.15596,2111.93
18.1921,2110.77,18.057,2110.78,17.8694,2110.77,17.5384,2110.75,16.4235,2110.71,15.6181,2110.71,14.5396,2110.68,13.2783,2110.68,12.131,2110.68,10.5132,2110.93,9.04484,2110.79,8.53172,2110.72,7.32398,2110.69,6.16488,2110.73,4.81939,2110.7,4.30278,2110.72,3.61039,2110.7,2.9972,2110.68,2.50246,2110.67,2.13025,2110.7,1.82111,2110.68,1.52676,2110.68,1.33405,2110.68,1.15554,2110.68
18.192,2109.53,18.0577,2109.54,17.869,2109.52,17.5374,2109.52,16.4264,2109.47,15.6167,2109.47,14.5401,2109.44,13.2768,2109.45,12.1296,2109.45,10.5106,2109.7,9.04399,2109.56,8.53079,2109.48,7.32281,2109.46,6.16306,2109.48,4.81777,2109.47,4.30139,2109.49,3.60829,2109.47,2.99656,2109.45,2.50103,2109.43,2.12912,2109.46,1.82003,2109.44,1.52596,2109.44,1.33366,2109.45,1.15506,2109.44
18.1922,2108.29,18.0578,2108.29,17.8713,2108.25,17.5374,2108.27,16.4268,2108.23,15.6141,2108.21,14.5381,2108.19,13.2749,2108.2,12.1284,2108.2,10.5087,2108.45,9.04369,2108.31,8.53043,2108.24,7.31972,2108.2,6.16129,2108.24,4.81559,2108.21,4.30009,2108.23,3.60722,2108.23,2.99539,2108.2,2.50008,2108.19,2.12833,2108.21,1.81941,2108.2,1.52527,2108.19,1.33306,2108.19,1.15416,2108.19
18.1919,2107.03,18.0579,2107.06,17.8736,2107.01,17.5375,2107.03,16.4246,2106.99,15.6129,2106.97,14.5354,2106.95,13.2752,2106.94,12.1299,2106.94,10.5086,2107.19,9.0422,2107.06,8.52759,2107,7.3182,2106.97,6.15922,2107,4.813,2106.97,4.29761,2106.99,3.6067,2106.98,2.99466,2106.96,2.49862,2106.94,2.12797,2106.96,1.81841,2106.96,1.52482,2106.95,1.33187,2106.94,1.15346,2106.94
18.1918,2105.78,18.0563,2105.79,17.8746,2105.76,17.5364,2105.77,16.4237,2105.73,15.612,2105.73,14.5348,2105.69,13.2738,2105.7,12.1315,2105.71,10.5041,2105.96,9.03942,2105.82,8.52154,2105.74,7.31607,2105.72,6.15738,2105.75,4.81143,2105.72,4.29581,2105.74,3.60282,2105.72,2.99334,2105.72,2.49668,2105.69,2.12724,2105.72,1.81785,2105.7,1.52365,2105.71,1.33045,2105.7,1.15328,2105.71
18.1914,2104.55,18.0557,2104.56,17.8747,2104.5,17.5343,2104.55,16.4228,2104.5,15.6101,2104.5,14.5308,2104.47,13.2735,2104.45,12.1304,2104.47,10.5036,2104.7,9.03704,2104.59,8.5191,2104.5,7.31527,2104.47,6.15526,2104.51,4.81003,2104.48,4.2931,2104.5,3.60238,2104.5,2.9925,2104.47,2.49456,2104.46,2.12661,2104.48,1.8165,2104.46,1.52292,2104.47,1.32981,2104.46,1.15223,2104.46
18.191,2103.32,18.0562,2103.32,17.875,2103.27,17.5339,2103.3,16.4212,2103.28,15.6089,2103.24,14.5285,2103.23,13.2731,2103.22,12.1266,2103.23,10.5013,2103.48,9.03446,2103.34,8.51922,2103.26,7.31363,2103.24,6.15287,2103.26,4.80819,2103.24,4.29089,2103.27,3.60184,2103.24,2.99115,2103.22,2.49345,2103.22,2.12525,2103.23,1.81509,2103.23,1.52251,2103.23,1.32914,2103.22,1.15162,2103.21
18.1904,2102.07,18.0561,2102.06,17.8739,2102.02,17.5332,2102.04,16.4195,2102.03,15.608,2101.99,14.529,2101.97,13.2738,2101.97,12.1266,2101.98,10.5004,2102.23,9.03308,2102.09,8.51703,2102.02,7.31056,2101.99,6.15073,2102.01,4.80636,2102.01,4.28889,2102.02,3.59913,2102,2.98959,2101.97,2.49221,2101.97,2.1243,2101.99,1.81448,2101.99,1.52183,2101.99,1.32873,2101.98,1.15137,2101.98
18.1901,2100.81,18.0551,2100.8,17.8726,2100.77,17.5335,2100.79,16.4184,2100.79,15.6088,2100.75,14.5288,2100.72,13.2717,2100.74,12.1253,2100.74,10.5002,2100.99,9.03171,2100.84,8.5154,2100.77,7.30853,2100.73,6.14965,2100.77,4.80496,2100.77,4.28811,2100.77,3.59779,2100.74,2.98795,2100.72,2.49091,2100.71,2.12273,2100.74,1.81342,2100.72,1.52078,2100.73,1.3279,2100.72,1.14957,2100.73
18.1898,2099.55,18.055,2099.56,17.8713,2099.52,17.5315,2099.54,16.417,2099.55,15.6068,2099.5,14.5281,2099.48,13.2699,2099.48,12.1253,2099.48,10.5001,2099.73,9.03063,2099.6,8.51308,2099.53,7.30646,2099.5,6.14917,2099.53,4.80312,2099.53,4.28641,2099.53,3.5965,2099.51,2.98628,2099.49,2.49008,2099.47,2.12221,2099.49,1.81267,2099.46,1.51977,2099.5,1.32701,2099.48,1.14891,2099.48
18.1896,2098.29,18.056,2098.29,17.8713,2098.26,17.5299,2098.29,16.4175,2098.3,15.6054,2098.25,14.533,2098.23,13.2696,2098.22,12.1235,2098.23,10.5009,2098.49,9.02918,2098.34,8.51133,2098.27,7.30299,2098.24,6.14745,2098.26,4.80063,2098.28,4.28388,2098.27,3.59482,2098.24,2.98447,2098.22,2.48951,2098.22,2.12091,2098.25,1.81178,2098.22,1.51889,2098.23,1.32624,2098.23,1.14905,2098.22
18.1892,2097.04,18.0549,2097.05,17.871,2097.02,17.5274,2097.03,16.4171,2097.05,15.6056,2097.01,14.5367,2096.97,13.2689,2096.98,12.1205,2096.99,10.5008,2097.24,9.02723,2097.1,8.50933,2097.02,7.30031,2097,6.14538,2097.03,4.79758,2097.04,4.28098,2097.02,3.59372,2097.01,2.98298,2097.01,2.48851,2096.98,2.12052,2097.01,1.81069,2096.99,1.51722,2096.98,1.32549,2096.99,1.14865,2096.98
18.1885,2095.77,18.054,2095.79,17.8709,2095.76,17.5265,2095.76,16.4151,2095.79,15.607,2095.75,14.5418,2095.72,13.2672,2095.73,12.1161,2095.72,10.5149,2095.96,9.02621,2095.84,8.5076,2095.76,7.29893,2095.73,6.14385,2095.76,4.79599,2095.76,4.27875,2095.76,3.59188,2095.75,2.98147,2095.73,2.4872,2095.72,2.11913,2095.74,1.80949,2095.71,1.51607,2095.73,1.32511,2095.72,1.14797,2095.71
18.188,2094.53,18.0539,2094.55,17.8715,2094.54,17.5273,2094.51,16.4105,2094.54,15.6037,2094.52,14.5408,2094.49,13.2647,2094.48,12.1116,2094.5,10.5129,2094.74,9.02513,2094.6,8.50495,2094.53,7.29702,2094.53,6.14008,2094.53,4.79464,2094.52,4.27759,2094.54,3.5901,2094.51,2.97886,2094.49,2.48582,2094.49,2.11749,2094.5,1.80719,2094.49,1.51554,2094.49,1.32369,2094.49,1.14698,2094.48
18.1876,2093.28,18.0536,2093.31,17.8714,2093.3,17.5292,2093.26,16.4094,2093.3,15.6017,2093.27,14.5376,2093.24,13.2621,2093.24,12.1083,2093.25,10.5088,2093.49,9.02372,2093.36,8.50363,2093.29,7.29465,2093.26,6.13887,2093.28,4.79309,2093.3,4.27594,2093.3,3.58798,2093.27,2.97719,2093.25,2.48468,2093.23,2.11632,2093.27,1.80303,2093.25,1.51505,2093.25,1.32206,2093.25,1.14619,2093.23
18.1874,2092.04,18.0565,2092.07,17.8709,2092.06,17.5289,2092.01,16.4094,2092.05,15.6008,2092.02,14.5345,2092,13.2613,2092.01,12.106,2092.01,10.505,2092.25,9.02131,2092.12,8.50359,2092.05,7.29308,2092.01,6.13696,2092.05,4.78937,2092.05,4.2748,2092.06,3.58591,2092.02,2.97582,2092.02,2.48351,2091.99,2.11445,2092.02,1.80201,2092,1.51512,2092.01,1.32161,2092.01,1.14548,2091.99
18.1872,2090.78,18.0556,2090.83,17.8711,2090.82,17.5268,2090.77,16.4066,2090.8,15.6021,2090.79,14.5273,2090.75,13.261,2090.76,12.1045,2090.76,10.5017,2091.02,9.02056,2090.87,8.50122,2090.8,7.28927,2090.77,6.13467,2090.81,4.78658,2090.8,4.27321,2090.81,3.58432,2090.78,2.97421,2090.76,2.48191,2090.76,2.11305,2090.78,1.8009,2090.76,1.51448,2090.76,1.3195,2090.77,1.14505,2090.75
18.1869,2089.57,18.0535,2089.59,17.8703,2089.58,17.5247,2089.53,16.4063,2089.55,15.6011,2089.53,14.5254,2089.52,13.2614,2089.51,12.1016,2089.5,10.498,2089.76,9.01963,2089.63,8.49884,2089.56,7.2873,2089.54,6.13428,2089.57,4.78577,2089.56,4.27247,2089.58,3.58209,2089.53,2.97295,2089.52,2.48108,2089.5,2.11196,2089.53,1.80044,2089.51,1.51433,2089.52,1.31747,2089.52,1.14405,2089.51
18.1862,2088.29,18.0539,2088.35,17.8706,2088.35,17.5236,2088.27,16.4052,2088.3,15.5998,2088.29,14.5244,2088.26,13.2601,2088.26,12.1018,2088.27,10.4937,2088.52,9.01808,2088.38,8.49783,2088.29,7.2848,2088.27,6.1335,2088.32,4.78603,2088.3,4.27073,2088.3,3.58068,2088.28,2.97132,2088.27,2.47888,2088.25,2.11072,2088.27,1.80069,2088.26,1.51345,2088.27,1.31716,2088.25,1.14354,2088.25
18.1857,2087.05,18.0543,2087.12,17.8714,2087.11,17.5247,2087.03,16.4026,2087.05,15.5991,2087.03,14.5215,2087.02,13.2588,2087.02,12.0995,2087.02,10.4899,2087.26,9.01625,2087.13,8.49705,2087.06,7.28422,2087.02,6.13106,2087.07,4.78505,2087.05,4.26805,2087.07,3.57894,2087.04,2.97013,2087.02,2.4774,2087.02,2.10854,2087.04,1.80124,2087.02,1.51262,2087.03,1.31812,2087.01,1.14311,2087
18.1854,2085.8,18.0535,2085.86,17.8711,2085.86,17.5265,2085.77,16.404,2085.77,15.5982,2085.8,14.5159,2085.76,13.2564,2085.77,12.0982,2085.77,10.4868,2086,9.01448,2085.88,8.49491,2085.81,7.28304,2085.78,6.12923,2085.8,4.78351,2085.81,4.26632,2085.81,3.5782,2085.79,2.96876,2085.77,2.47651,2085.76,2.10647,2085.79,1.80086,2085.78,1.51176,2085.77,1.31891,2085.77,1.14285,2085.77
18.185,2084.56,18.0527,2084.63,17.8702,2084.61,17.5262,2084.54,16.4014,2084.54,15.5973,2084.54,14.5122,2084.53,13.254,2084.52,12.0974,2084.54,10.4852,2084.78,9.01367,2084.64,8.49389,2084.58,7.28126,2084.54,6.1275,2084.57,4.78252,2084.57,4.26518,2084.56,3.57649,2084.54,2.96687,2084.55,2.4751,2084.52,2.10524,2084.54,1.79999,2084.52,1.51077,2084.53,1.3184,2084.53,1.14217,2084.51
18.1846,2083.31,18.0525,2083.39,17.8708,2083.37,17.5245,2083.29,16.3999,2083.29,15.5976,2083.3,14.5131,2083.27,13.2523,2083.27,12.0987,2083.29,10.4832,2083.53,9.01188,2083.4,8.49323,2083.33,7.27928,2083.28,6.12519,2083.32,4.78143,2083.33,4.26426,2083.33,3.57389,2083.29,2.96582,2083.27,2.47348,2083.26,2.10399,2083.29,1.79892,2083.28,1.51028,2083.28,1.31683,2083.26,1.14116,2083.28
18.1844,2082.06,18.0528,2082.14,17.8703,2082.11,17.5225,2082.04,16.4006,2082.05,15.596,2082.05,14.5147,2082.03,13.2508,2082.03,12.0986,2082.03,10.4813,2082.27,9.0099,2082.14,8.49341,2082.08,7.27692,2082.03,6.12206,2082.08,4.77936,2082.07,4.26196,2082.08,3.57273,2082.06,2.96437,2082.03,2.4734,2082.03,2.1027,2082.04,1.79808,2082.04,1.50928,2082.04,1.3161,2082.04,1.14028,2082.03
18.1846,2080.8,18.0586,2080.89,17.8698,2080.88,17.5205,2080.8,16.4003,2080.78,15.5924,2080.8,14.51,2080.78,13.25,2080.78,12.0948,2080.78,10.4798,2081.03,9.0075,2080.89,8.49109,2080.81,7.27472,2080.77,6.11783,2080.82,4.7775,2080.82,4.26056,2080.82,3.57119,2080.8,2.96738,2080.77,2.47267,2080.77,2.10271,2080.8,1.79717,2080.77,1.50828,2080.78,1.31523,2080.79,1.13969,2080.77
18.1847,2079.57,18.0595,2079.65,17.8698,2079.63,17.5205,2079.55,16.3992,2079.54,15.5901,2079.56,14.5084,2079.53,13.2488,2079.53,12.0919,2079.53,10.478,2079.77,9.00594,2079.64,8.48818,2079.56,7.27321,2079.54,6.11521,2079.56,4.77351,2079.57,4.25933,2079.58,3.56929,2079.54,2.96249,2079.52,2.47165,2079.52,2.10215,2079.55,1.79586,2079.52,1.5072,2079.53,1.31443,2079.53,1.13936,2079.53
18.185,2078.29,18.0544,2078.37,17.8706,2078.37,17.521,2078.29,16.3999,2078.27,15.5888,2078.3,14.5096,2078.27,13.2477,2078.27,12.0901,2078.27,10.4749,2078.51,9.00271,2078.38,8.48807,2078.31,7.27053,2078.27,6.11492,2078.3,4.77025,2078.3,4.25952,2078.31,3.56763,2078.29,2.96103,2078.26,2.47062,2078.26,2.1016,2078.27,1.79483,2078.27,1.50648,2078.28,1.31359,2078.27,1.13853,2078.26
18.1862,2077.08,18.0522,2077.14,17.871,2077.13,17.5213,2077.08,16.4025,2077.06,15.5905,2077.07,14.5093,2077.03,13.2445,2077.04,12.09,2077.03,10.4718,2077.27,9.00048,2077.16,8.4874,2077.1,7.26897,2077.05,6.11266,2077.08,4.76845,2077.09,4.2579,2077.1,3.56616,2077.07,2.96047,2077.03,2.46881,2077.03,2.10126,2077.08,1.79387,2077.06,1.50562,2077.05,1.31285,2077.04,1.13788,2077.05
18.1862,2075.8,18.0518,2075.86,17.8706,2075.85,17.5201,2075.79,16.4045,2075.77,15.5901,2075.78,14.51,2075.76,13.2433,2075.75,12.0889,2075.77,10.4676,2076,8.99929,2075.87,8.48552,2075.8,7.26761,2075.76,6.10954,2075.8,4.76682,2075.79,4.25527,2075.8,3.56439,2075.76,2.95914,2075.76,2.46731,2075.76,2.09923,2075.76,1.79277,2075.76,1.5045,2075.76,1.31094,2075.76,1.13671,2075.76
18.1858,2074.55,18.0545,2074.62,17.8688,2074.6,17.5188,2074.56,16.4026,2074.53,15.5896,2074.54,14.5096,2074.5,13.2441,2074.5,12.0889,2074.52,10.4651,2074.74,8.99717,2074.62,8.4859,2074.55,7.26518,2074.53,6.10796,2074.55,4.76481,2074.55,4.25285,2074.56,3.56272,2074.53,2.95701,2074.51,2.46608,2074.5,2.09717,2074.53,1.792,2074.51,1.50365,2074.51,1.31068,2074.52,1.13542,2074.5
18.1849,2073.3,18.0566,2073.37,17.8671,2073.33,17.5179,2073.3,16.3984,2073.27,15.5878,2073.28,14.5112,2073.24,13.2427,2073.25,12.0848,2073.26,10.465,2073.5,8.99461,2073.37,8.48338,2073.3,7.26334,2073.27,6.10585,2073.29,4.76268,2073.29,4.25153,2073.29,3.56067,2073.28,2.95595,2073.26,2.46477,2073.25,2.0967,2073.27,1.79054,2073.26,1.50219,2073.26,1.31036,2073.25,1.1349,2073.26
18.1852,2072.07,18.0578,2072.12,17.8663,2072.12,17.5198,2072.08,16.3953,2072.04,15.5865,2072.05,14.5184,2072.02,13.2411,2072.01,12.0846,2072.02,10.4727,2072.26,8.99315,2072.13,8.48134,2072.05,7.26135,2072.02,6.10445,2072.06,4.76075,2072.04,4.24911,2072.05,3.55937,2072.03,2.95518,2072.02,2.46341,2072.01,2.09716,2072.04,1.78979,2072.02,1.50554,2072.02,1.30925,2072.03,1.13477,2072.02
18.1855,2070.82,18.0575,2070.88,17.8658,2070.86,17.5215,2070.84,16.3922,2070.79,15.5867,2070.79,14.5168,2070.76,13.2418,2070.76,12.0828,2070.78,10.4704,2071.01,8.99099,2070.88,8.47989,2070.81,7.26031,2070.79,6.10244,2070.81,4.75961,2070.81,4.24746,2070.82,3.5582,2070.78,2.95397,2070.78,2.46292,2070.77,2.09661,2070.79,1.79122,2070.79,1.50479,2070.79,1.3058,2070.77,1.13199,2070.76
