M20C,B20C,M25C,B25C,M30C,B30C,M35C,B35C,M40C,B40C,M45C,B45C,M50C,B50C,M55C,B55C,M60C,B60C,M65C,B65C,M70C,B70C,M75C,B75C,M80C,B80C,M85C,B85C,M90C,B90C,M95C,B95C,M100C,B100C,M105C,B105C,M110C,B110C,M115C,B115C,M120C,B120C,M125C,B125C,M130C,B130C,M135C,B135C
18.2282,2496.64,18.1154,2496.74,17.9464,2496.64,17.6755,2496.68,16.7563,2496.61,15.9617,2496.63,14.8885,2496.63,13.6543,2496.58,12.5657,2496.61,10.9673,2496.99,9.5202,2496.79,9.03835,2496.68,7.89147,2496.61,6.7089,2496.69,5.34694,2496.62,4.80899,2496.61,4.09428,2496.59,3.42445,2496.56,2.88278,2496.53,2.47144,2496.53,2.1282,2496.56,1.79364,2496.55,1.56856,2496.51,1.36556,2496.54
18.2287,2496.07,18.1183,2496.13,17.9468,2496.09,17.6762,2496.06,16.7564,2496.03,15.9607,2496.06,14.887,2496.02,13.6535,2496.02,12.5651,2496.02,10.9818,2496.38,9.52339,2496.18,9.04159,2496.09,7.89021,2496.05,6.70921,2496.06,5.34714,2496.06,4.80784,2496.04,4.09436,2496.04,3.42468,2496.02,2.88194,2496,2.47091,2495.97,2.12868,2495.97,1.79346,2495.98,1.5679,2495.97,1.36508,2495.98
18.2294,2494.9,18.118,2494.97,17.9476,2494.94,17.6764,2494.89,16.7559,2494.89,15.9607,2494.89,14.8856,2494.85,13.6525,2494.86,12.5641,2494.85,10.9881,2495.22,9.52294,2495.02,9.03944,2494.92,7.88846,2494.89,6.70956,2494.91,5.34622,2494.88,4.80693,2494.89,4.09346,2494.86,3.42361,2494.85,2.88173,2494.83,2.46985,2494.83,2.12854,2494.81,1.7929,2494.84,1.56745,2494.81,1.36376,2494.82
18.2296,2493.71,18.1175,2493.78,17.947,2493.76,17.6772,2493.7,16.7549,2493.7,15.9598,2493.71,14.8877,2493.68,13.6513,2493.68,12.5671,2493.68,10.9867,2494.04,9.52199,2493.84,9.03729,2493.76,7.88734,2493.71,6.70843,2493.72,5.3457,2493.71,4.80558,2493.73,4.09197,2493.7,3.42289,2493.68,2.88151,2493.65,2.46916,2493.64,2.12862,2493.64,1.79235,2493.67,1.5671,2493.63,1.36229,2493.64
18.2312,2492.51,18.1172,2492.59,17.9461,2492.59,17.6779,2492.5,16.7552,2492.51,15.9595,2492.51,14.8858,2492.51,13.6501,2492.48,12.566,2492.49,10.9838,2492.83,9.5202,2492.65,9.03588,2492.56,7.88597,2492.51,6.7065,2492.53,5.34534,2492.51,4.80332,2492.54,4.09094,2492.49,3.42235,2492.5,2.88072,2492.46,2.46826,2492.46,2.12747,2492.45,1.79165,2492.46,1.56632,2492.44,1.36223,2492.46
18.232,2491.3,18.117,2491.37,17.9456,2491.38,17.6778,2491.28,16.7581,2491.31,15.9601,2491.3,14.8816,2491.28,13.6512,2491.27,12.5642,2491.27,10.9806,2491.63,9.51936,2491.44,9.03421,2491.34,7.88469,2491.29,6.70518,2491.32,5.34278,2491.31,4.80141,2491.34,4.08938,2491.28,3.42088,2491.27,2.87987,2491.24,2.46739,2491.24,2.12625,2491.23,1.79061,2491.26,1.5639,2491.22,1.36261,2491.25
18.2317,2490.12,18.1159,2490.17,17.9459,2490.18,17.6775,2490.08,16.7572,2490.13,15.9579,2490.1,14.8789,2490.07,13.6489,2490.08,12.5636,2490.07,10.977,2490.44,9.51839,2490.24,9.03329,2490.13,7.88258,2490.1,6.7041,2490.12,5.34163,2490.1,4.80032,2490.12,4.08837,2490.1,3.41972,2490.08,2.87884,2490.06,2.4662,2490.04,2.12507,2490.05,1.78975,2490.05,1.56288,2490.02,1.36228,2490.06
18.2312,2488.88,18.1135,2488.92,17.9456,2488.94,17.6768,2488.86,16.7539,2488.9,15.9556,2488.87,14.8789,2488.84,13.6458,2488.84,12.5629,2488.85,10.9742,2489.19,9.51696,2489,9.03109,2488.91,7.88065,2488.86,6.70192,2488.89,5.341,2488.88,4.79935,2488.89,4.08731,2488.85,3.41899,2488.84,2.87784,2488.83,2.46453,2488.81,2.12372,2488.82,1.78908,2488.83,1.56137,2488.8,1.36128,2488.81
18.2308,2487.67,18.1122,2487.7,17.9459,2487.72,17.6767,2487.64,16.7516,2487.69,15.9536,2487.66,14.8821,2487.62,13.6458,2487.62,12.564,2487.61,10.9719,2487.98,9.51521,2487.78,9.03005,2487.69,7.87903,2487.67,6.69977,2487.67,5.3391,2487.65,4.7973,2487.68,4.08585,2487.63,3.4177,2487.62,2.87675,2487.6,2.46273,2487.59,2.12264,2487.6,1.78696,2487.59,1.55967,2487.58,1.3608,2487.6
18.2302,2486.42,18.1115,2486.47,17.946,2486.5,17.6759,2486.41,16.75,2486.45,15.9539,2486.42,14.8824,2486.39,13.6465,2486.38,12.5631,2486.4,10.9698,2486.75,9.51316,2486.54,9.02829,2486.44,7.87731,2486.43,6.69839,2486.42,5.33735,2486.42,4.79561,2486.44,4.0847,2486.39,3.41581,2486.39,2.87541,2486.37,2.4623,2486.36,2.12145,2486.36,1.78612,2486.37,1.5584,2486.34,1.3601,2486.37
18.2299,2485.21,18.11,2485.24,17.9462,2485.25,17.6753,2485.18,16.7489,2485.23,15.9535,2485.2,14.8792,2485.17,13.6474,2485.16,12.5611,2485.17,10.9704,2485.51,9.51148,2485.32,9.02656,2485.23,7.87647,2485.2,6.6971,2485.2,5.33612,2485.2,4.79672,2485.21,4.08329,2485.16,3.41478,2485.16,2.87379,2485.15,2.46087,2485.13,2.12087,2485.13,1.78542,2485.14,1.55668,2485.12,1.3594,2485.14
18.2294,2483.96,18.1089,2484,17.9464,2484.02,17.6768,2483.94,16.7468,2484,15.953,2483.95,14.8743,2483.92,13.6468,2483.93,12.5581,2483.93,10.9696,2484.27,9.50969,2484.07,9.0241,2483.98,7.87679,2483.95,6.69569,2483.97,5.33496,2483.95,4.79741,2483.98,4.08212,2483.93,3.41359,2483.92,2.87192,2483.91,2.4598,2483.89,2.12034,2483.9,1.78461,2483.91,1.55633,2483.9,1.3595,2483.89
18.2297,2482.71,18.1084,2482.76,17.9461,2482.78,17.6768,2482.69,16.7438,2482.75,15.9523,2482.71,14.8723,2482.69,13.6456,2482.69,12.5559,2482.67,10.9671,2483.02,9.50845,2482.83,9.02146,2482.74,7.87554,2482.71,6.69425,2482.72,5.3344,2482.72,4.79604,2482.73,4.08047,2482.71,3.41238,2482.68,2.87116,2482.67,2.45872,2482.65,2.11933,2482.65,1.78361,2482.67,1.55703,2482.65,1.35878,2482.66
18.2302,2481.47,18.1084,2481.51,17.9453,2481.53,17.6769,2481.44,16.7446,2481.51,15.9491,2481.47,14.8718,2481.42,13.6445,2481.44,12.5522,2481.43,10.9642,2481.77,9.50778,2481.58,9.02054,2481.48,7.87365,2481.44,6.69276,2481.47,5.3332,2481.47,4.79312,2481.49,4.07925,2481.44,3.4113,2481.42,2.87101,2481.42,2.45799,2481.4,2.11821,2481.39,1.78267,2481.41,1.55752,2481.4,1.35783,2481.4
18.2302,2480.26,18.1085,2480.32,17.9449,2480.32,17.6774,2480.24,16.7446,2480.3,15.9471,2480.25,14.8722,2480.22,13.6448,2480.23,12.5512,2480.21,10.9627,2480.57,9.50775,2480.38,9.01927,2480.29,7.87204,2480.25,6.69133,2480.27,5.33187,2480.25,4.79122,2480.27,4.07788,2480.25,3.41008,2480.22,2.87011,2480.21,2.45771,2480.19,2.11688,2480.2,1.78207,2480.21,1.55694,2480.2,1.35705,2480.21
18.2297,2478.99,18.1086,2479.05,17.9449,2479.05,17.6786,2478.95,16.7428,2479.01,15.9457,2478.99,14.8727,2478.95,13.6428,2478.97,12.5478,2478.95,10.962,2479.29,9.50612,2479.1,9.01871,2479.01,7.8715,2478.98,6.68988,2478.99,5.32984,2478.97,4.79023,2478.99,4.07589,2478.97,3.40889,2478.94,2.86921,2478.93,2.45714,2478.92,2.11554,2478.93,1.78154,2478.92,1.55614,2478.92,1.35659,2478.94
18.2292,2477.75,18.1085,2477.82,17.9442,2477.81,17.6771,2477.74,16.7388,2477.78,15.9449,2477.74,14.8763,2477.72,13.6413,2477.73,12.5456,2477.72,10.9593,2478.06,9.50453,2477.87,9.01746,2477.77,7.86886,2477.76,6.68845,2477.76,5.32743,2477.74,4.78841,2477.77,4.07344,2477.75,3.40737,2477.72,2.86768,2477.71,2.45605,2477.69,2.1142,2477.69,1.78092,2477.69,1.55596,2477.69,1.3525,2477.69
18.229,2476.5,18.1094,2476.59,17.9435,2476.57,17.6754,2476.49,16.7367,2476.54,15.9448,2476.5,14.8768,2476.48,13.6402,2476.46,12.5443,2476.46,10.9575,2476.8,9.50266,2476.61,9.01578,2476.51,7.86731,2476.5,6.68679,2476.5,5.3251,2476.5,4.78724,2476.52,4.07186,2476.49,3.40637,2476.47,2.86548,2476.45,2.45514,2476.44,2.11343,2476.44,1.77989,2476.46,1.55545,2476.44,1.35465,2476.45
18.2288,2475.28,18.1094,2475.35,17.9429,2475.33,17.6741,2475.27,16.7355,2475.3,15.9438,2475.27,14.874,2475.24,13.6401,2475.24,12.5422,2475.23,10.9564,2475.56,9.50016,2475.39,9.01593,2475.3,7.86701,2475.26,6.68544,2475.29,5.32313,2475.26,4.78697,2475.3,4.07072,2475.25,3.40564,2475.24,2.86384,2475.22,2.45403,2475.21,2.11253,2475.21,1.77862,2475.22,1.555,2475.2,1.3547,2475.21
18.2282,2474.02,18.1092,2474.1,17.9417,2474.08,17.6728,2474.03,16.7346,2474.04,15.9414,2474.03,14.8709,2474,13.6401,2473.98,12.5411,2473.99,10.9533,2474.33,9.49793,2474.13,9.01492,2474.04,7.86565,2474.03,6.68358,2474.03,5.32197,2474,4.78498,2474.03,4.06934,2474.01,3.40446,2474,2.86178,2473.97,2.45297,2473.97,2.11178,2473.96,1.77789,2473.97,1.55403,2473.97,1.35416,2473.96
18.2278,2472.76,18.1085,2472.85,17.9413,2472.84,17.672,2472.8,16.7356,2472.78,15.9405,2472.78,14.8691,2472.75,13.6384,2472.75,12.5418,2472.73,10.9507,2473.08,9.49556,2472.89,9.01442,2472.81,7.86331,2472.77,6.68063,2472.79,5.32045,2472.77,4.78228,2472.79,4.06788,2472.75,3.40272,2472.75,2.85854,2472.72,2.45146,2472.72,2.11119,2472.72,1.77725,2472.73,1.55346,2472.72,1.3538,2472.72
18.2275,2471.51,18.1079,2471.61,17.9411,2471.57,17.6719,2471.55,16.734,2471.51,15.9402,2471.53,14.8668,2471.5,13.636,2471.5,12.5467,2471.49,10.9507,2471.82,9.49467,2471.63,9.01431,2471.55,7.86146,2471.52,6.67945,2471.53,5.31884,2471.51,4.78039,2471.54,4.06692,2471.5,3.40159,2471.5,2.85762,2471.49,2.4498,2471.47,2.11031,2471.47,1.7769,2471.49,1.55296,2471.46,1.35292,2471.47
18.2272,2470.3,18.1086,2470.38,17.9411,2470.35,17.6727,2470.32,16.7316,2470.29,15.9406,2470.3,14.864,2470.26,13.6336,2470.26,12.5446,2470.25,10.9536,2470.61,9.4938,2470.41,9.01303,2470.32,7.85852,2470.28,6.67834,2470.3,5.3165,2470.28,4.77856,2470.32,4.06573,2470.27,3.40068,2470.26,2.85744,2470.23,2.44839,2470.23,2.10837,2470.24,1.77645,2470.25,1.55296,2470.22,1.35256,2470.23
18.227,2469.04,18.1098,2469.11,17.9413,2469.09,17.6724,2469.07,16.729,2469.02,15.9395,2469.03,14.8605,2469.01,13.6326,2469.02,12.5419,2469,10.9499,2469.35,9.49275,2469.15,9.01167,2469.06,7.85719,2469.02,6.67664,2469.04,5.31441,2469.04,4.77728,2469.07,4.06391,2469.02,3.39848,2469.01,2.85634,2468.99,2.44803,2468.98,2.10648,2468.99,1.77556,2469,1.55383,2468.98,1.35187,2468.99
18.2269,2467.78,18.1095,2467.89,17.9411,2467.84,17.6712,2467.82,16.7323,2467.77,15.9399,2467.77,14.8575,2467.75,13.6326,2467.75,12.5393,2467.75,10.9468,2468.08,9.49216,2467.9,9.0106,2467.82,7.85646,2467.78,6.67514,2467.8,5.31412,2467.77,4.7751,2467.81,4.06225,2467.77,3.3973,2467.75,2.85557,2467.75,2.4475,2467.73,2.10638,2467.73,1.77472,2467.75,1.55387,2467.73,1.35023,2467.72
18.2272,2466.54,18.1089,2466.64,17.9406,2466.58,17.6704,2466.57,16.7336,2466.53,15.9415,2466.54,14.8578,2466.5,13.6327,2466.53,12.5376,2466.51,10.9421,2466.83,9.49137,2466.65,9.00929,2466.56,7.85404,2466.54,6.67321,2466.54,5.31212,2466.54,4.7723,2466.57,4.05996,2466.53,3.39588,2466.51,2.85349,2466.5,2.4461,2466.49,2.10605,2466.5,1.77427,2466.51,1.55338,2466.49,1.34965,2466.5
18.2273,2465.27,18.1081,2465.35,17.9402,2465.29,17.6695,2465.31,16.732,2465.24,15.9421,2465.26,14.8586,2465.24,13.6317,2465.24,12.536,2465.23,10.94,2465.57,9.49081,2465.38,9.0102,2465.3,7.85201,2465.25,6.67027,2465.27,5.31102,2465.25,4.77105,2465.28,4.05823,2465.24,3.39472,2465.23,2.85275,2465.22,2.44467,2465.21,2.10533,2465.2,1.77324,2465.22,1.55267,2465.21,1.34929,2465.21
18.2274,2464.02,18.1095,2464.11,17.9406,2464.04,17.6692,2464.05,16.7325,2464,15.9394,2464.01,14.8568,2463.99,13.6299,2464,12.535,2463.99,10.9386,2464.31,9.4894,2464.13,9.00968,2464.04,7.8492,2464.02,6.66828,2464.04,5.30947,2464.01,4.76973,2464.04,4.05676,2464.01,3.39295,2464,2.85247,2463.97,2.44433,2463.97,2.10428,2463.96,1.77256,2463.98,1.55195,2463.97,1.34882,2463.97
18.2272,2462.76,18.1098,2462.84,17.941,2462.76,17.67,2462.79,16.7314,2462.73,15.9378,2462.75,14.8563,2462.72,13.6287,2462.72,12.5323,2462.71,10.9354,2463.06,9.4885,2462.86,9.00765,2462.77,7.84731,2462.73,6.66646,2462.77,5.30779,2462.7,4.76832,2462.78,4.05532,2462.74,3.39157,2462.71,2.85163,2462.66,2.44418,2462.57,2.10318,2462.7,1.77202,2462.71,1.55113,2462.7,1.34848,2462.7
18.227,2461.42,18.1096,2461.5,17.942,2461.41,17.6695,2461.42,16.7291,2461.45,15.938,2461.4,14.8585,2461.31,13.6286,2461.37,12.5279,2461.31,10.9331,2461.66,9.48727,2461.55,9.00673,2461.41,7.84481,2461.3,6.66294,2461.4,5.30564,2461.27,4.76715,2461.43,4.0536,2461.35,3.39003,2461.27,2.85052,2461.24,2.44354,2461.23,2.10231,2461.32,1.77097,2461.32,1.54966,2461.28,1.34774,2461.27
18.2269,2460.16,18.109,2460.27,17.9425,2460.18,17.6688,2460.2,16.726,2460.15,15.9355,2460.17,14.8573,2460.15,13.628,2460.14,12.5243,2460.14,10.9308,2460.44,9.48509,2460.28,9.00429,2460.2,7.84356,2460.17,6.65929,2460.19,5.30467,2460.16,4.76579,2460.2,4.05337,2460.16,3.38867,2460.14,2.84911,2460.12,2.44198,2460.12,2.10124,2460.13,1.7701,2460.13,1.54885,2460.11,1.34691,2460.13
18.226,2458.93,18.108,2459.02,17.9426,2458.94,17.6693,2458.97,16.7252,2458.91,15.9337,2458.94,14.857,2458.91,13.6295,2458.9,12.5242,2458.91,10.9313,2459.23,9.48327,2459.04,9.00155,2458.97,7.84265,2458.93,6.65137,2458.94,5.303,2458.92,4.76423,2458.95,4.0523,2458.92,3.38788,2458.9,2.84808,2458.89,2.44102,2458.88,2.10025,2458.89,1.76914,2458.88,1.54856,2458.89,1.34565,2458.89
18.2255,2457.7,18.1083,2457.79,17.9416,2457.69,17.67,2457.73,16.7276,2457.68,15.934,2457.69,14.8592,2457.67,13.6294,2457.66,12.5243,2457.67,10.9273,2457.98,9.48194,2457.81,9.00004,2457.71,7.84082,2457.69,6.64173,2457.69,5.30225,2457.68,4.76295,2457.72,4.05063,2457.67,3.38675,2457.67,2.84664,2457.65,2.44037,2457.64,2.09941,2457.65,1.76856,2457.65,1.548,2457.62,1.34481,2457.64
18.2252,2456.45,18.1087,2456.53,17.9409,2456.46,17.6702,2456.48,16.7305,2456.43,15.9327,2456.44,14.8615,2456.41,13.6284,2456.43,12.522,2456.41,10.9239,2456.72,9.48009,2456.55,8.99841,2456.47,7.84008,2456.43,6.63513,2456.46,5.29962,2456.43,4.76128,2456.45,4.04937,2456.44,3.38539,2456.42,2.84651,2456.4,2.4391,2456.39,2.09846,2456.39,1.76808,2456.41,1.54744,2456.37,1.34454,2456.4
18.2248,2455.22,18.1075,2455.3,17.9411,2455.22,17.6701,2455.24,16.7278,2455.2,15.9315,2455.21,14.8601,2455.18,13.6277,2455.2,12.5236,2455.19,10.9218,2455.5,9.47846,2455.32,8.99627,2455.24,7.83958,2455.21,6.63285,2455.23,5.29742,2455.2,4.76111,2455.23,4.04825,2455.19,3.38399,2455.19,2.8454,2455.17,2.43836,2455.17,2.09759,2455.18,1.76732,2455.18,1.54647,2455.16,1.34404,2455.17
18.2244,2453.97,18.1076,2454.07,17.941,2453.99,17.67,2453.99,16.7277,2453.96,15.9333,2453.98,14.8565,2453.95,13.6259,2453.95,12.5252,2453.94,10.9196,2454.26,9.47739,2454.08,8.99358,2454.01,7.8381,2453.97,6.62914,2453.98,5.29535,2453.97,4.76001,2453.99,4.04659,2453.96,3.38262,2453.94,2.84405,2453.93,2.43731,2453.92,2.09639,2453.92,1.76626,2453.94,1.54463,2453.91,1.34343,2453.92
18.2243,2452.72,18.1071,2452.82,17.9407,2452.74,17.6699,2452.73,16.7273,2452.69,15.9309,2452.72,14.8552,2452.69,13.6263,2452.69,12.5252,2452.7,10.9198,2453.01,9.47673,2452.82,8.99171,2452.75,7.83714,2452.7,6.62708,2452.72,5.29381,2452.71,4.75872,2452.74,4.04482,2452.7,3.38138,2452.7,2.84311,2452.67,2.43628,2452.67,2.09554,2452.69,1.76538,2452.68,1.54362,2452.66,1.34291,2452.68
18.2243,2451.47,18.1063,2451.55,17.9404,2451.5,17.6702,2451.46,16.7258,2451.46,15.9295,2451.47,14.8536,2451.43,13.625,2451.45,12.5238,2451.44,10.9176,2451.74,9.4762,2451.57,8.99064,2451.49,7.83607,2451.45,6.6249,2451.48,5.29184,2451.45,4.75572,2451.49,4.04372,2451.46,3.37995,2451.44,2.84212,2451.43,2.43441,2451.42,2.09461,2451.44,1.76431,2451.43,1.5429,2451.42,1.34261,2451.42
18.2239,2450.24,18.1072,2450.34,17.9401,2450.28,17.671,2450.22,16.7246,2450.23,15.9285,2450.24,14.8501,2450.21,13.622,2450.21,12.5206,2450.21,10.9148,2450.54,9.47556,2450.35,8.98978,2450.26,7.83471,2450.23,6.62381,2450.25,5.29041,2450.24,4.75455,2450.26,4.04235,2450.23,3.3785,2450.21,2.84111,2450.19,2.43334,2450.18,2.09361,2450.19,1.76319,2450.21,1.54211,2450.18,1.34197,2450.21
18.2233,2449,18.1082,2449.09,17.9409,2449.05,17.673,2448.97,16.7235,2449,15.9286,2448.99,14.8496,2448.98,13.6204,2448.98,12.5196,2448.97,10.9159,2449.28,9.47293,2449.11,8.98901,2449.03,7.83231,2449,6.62218,2449.04,5.2883,2449,4.75291,2449.01,4.04076,2448.99,3.37648,2448.98,2.84018,2448.96,2.43172,2448.93,2.09239,2448.96,1.76215,2448.98,1.54154,2448.96,1.34165,2448.96
18.2235,2447.74,18.1085,2447.84,17.9421,2447.81,17.6719,2447.71,16.723,2447.73,15.9286,2447.75,14.849,2447.72,13.62,2447.71,12.5174,2447.7,10.9174,2448.04,9.47034,2447.86,8.98665,2447.78,7.82986,2447.74,6.62175,2447.76,5.28628,2447.74,4.75079,2447.77,4.03892,2447.74,3.37474,2447.72,2.8392,2447.71,2.43038,2447.69,2.09124,2447.7,1.76141,2447.7,1.54106,2447.7,1.34247,2447.71
18.2231,2446.5,18.1079,2446.59,17.942,2446.55,17.6713,2446.47,16.7239,2446.49,15.9282,2446.5,14.8496,2446.48,13.6159,2446.48,12.5166,2446.48,10.916,2446.79,9.46859,2446.61,8.98464,2446.52,7.82752,2446.49,6.62707,2446.53,5.28484,2446.5,4.74933,2446.52,4.03703,2446.5,3.37351,2446.49,2.83801,2446.48,2.42913,2446.45,2.08973,2446.47,1.76051,2446.46,1.54046,2446.46,1.33898,2446.47
18.2231,2445.26,18.1076,2445.34,17.9413,2445.33,17.6697,2445.23,16.7203,2445.25,15.93,2445.26,14.8489,2445.23,13.6088,2445.24,12.5149,2445.24,10.9138,2445.55,9.46597,2445.37,8.98439,2445.28,7.82564,2445.26,6.63555,2445.27,5.28407,2445.25,4.74798,2445.28,4.03606,2445.25,3.37238,2445.23,2.8361,2445.22,2.4275,2445.19,2.08834,2445.2,1.75996,2445.21,1.53983,2445.22,1.33832,2445.23
18.2229,2444.01,18.1073,2444.09,17.9406,2444.08,17.6685,2443.99,16.7178,2444.02,15.9283,2444.02,14.8459,2443.98,13.6075,2444,12.5157,2444,10.9123,2444.31,9.46531,2444.13,8.98394,2444.05,7.8237,2444.01,6.63989,2444.02,5.28363,2444.01,4.74583,2444.04,4.03489,2444,3.37069,2443.98,2.83383,2443.98,2.42702,2443.97,2.08708,2443.98,1.7593,2443.98,1.53942,2443.96,1.33802,2443.98
18.2227,2442.74,18.1074,2442.82,17.9401,2442.82,17.6682,2442.72,16.7171,2442.75,15.9266,2442.75,14.8432,2442.7,13.6059,2442.72,12.5155,2442.71,10.9113,2443.03,9.46411,2442.86,8.98274,2442.77,7.82194,2442.73,6.6403,2442.77,5.28265,2442.73,4.74405,2442.78,4.03364,2442.72,3.36975,2442.7,2.83422,2442.69,2.42602,2442.68,2.08598,2442.7,1.75829,2442.7,1.5388,2442.7,1.33776,2442.72
18.2228,2441.51,18.108,2441.57,17.9398,2441.58,17.668,2441.48,16.7152,2441.53,15.9241,2441.52,14.8453,2441.49,13.6047,2441.49,12.5134,2441.49,10.909,2441.78,9.46375,2441.62,8.98115,2441.53,7.82052,2441.5,6.6395,2441.53,5.28123,2441.51,4.74253,2441.54,4.03204,2441.5,3.36889,2441.48,2.83388,2441.48,2.42475,2441.47,2.08534,2441.48,1.75731,2441.48,1.53829,2441.46,1.33688,2441.49
18.2233,2440.28,18.1076,2440.33,17.941,2440.34,17.6677,2440.25,16.7133,2440.29,15.9224,2440.27,14.851,2440.23,13.6047,2440.25,12.5108,2440.24,10.9068,2440.55,9.46248,2440.39,8.97964,2440.31,7.81798,2440.26,6.63859,2440.28,5.27896,2440.26,4.74055,2440.3,4.0307,2440.25,3.36774,2440.25,2.83268,2440.22,2.42352,2440.23,2.08402,2440.24,1.75613,2440.24,1.53707,2440.23,1.3362,2440.24
18.2238,2439.04,18.1066,2439.09,17.9424,2439.11,17.6668,2439.01,16.712,2439.07,15.9228,2439.04,14.8554,2439.01,13.6049,2439.02,12.5089,2439,10.9052,2439.33,9.46134,2439.15,8.97727,2439.06,7.81616,2439.03,6.63665,2439.06,5.27671,2439.02,4.73873,2439.06,4.02901,2439.03,3.36697,2439.02,2.8311,2439,2.42248,2438.99,2.08322,2439.01,1.75489,2439,1.53631,2438.99,1.33586,2439
18.2242,2437.78,18.1068,2437.81,17.9417,2437.86,17.666,2437.75,16.7105,2437.82,15.922,2437.77,14.8536,2437.75,13.6034,2437.76,12.5064,2437.75,10.9024,2438.07,9.45986,2437.9,8.97539,2437.81,7.81496,2437.78,6.63562,2437.79,5.27551,2437.78,4.73676,2437.81,4.0274,2437.77,3.36563,2437.75,2.82988,2437.74,2.42102,2437.72,2.08206,2437.73,1.75439,2437.76,1.53564,2437.75,1.33534,2437.74
18.2243,2436.56,18.1076,2436.6,17.9412,2436.62,17.6658,2436.52,16.7095,2436.58,15.9203,2436.54,14.8504,2436.52,13.6017,2436.52,12.5053,2436.52,10.9017,2436.83,9.45793,2436.65,8.97472,2436.58,7.81299,2436.55,6.63405,2436.56,5.27336,2436.55,4.73494,2436.58,4.02572,2436.54,3.3646,2436.53,2.82843,2436.5,2.41879,2436.5,2.08169,2436.49,1.75341,2436.52,1.53448,2436.5,1.33494,2436.51
18.2241,2435.3,18.1084,2435.35,17.9406,2435.37,17.6662,2435.27,16.7099,2435.35,15.9198,2435.3,14.8475,2435.28,13.6002,2435.28,12.5032,2435.27,10.9002,2435.59,9.45777,2435.41,8.97192,2435.34,7.81158,2435.29,6.63262,2435.3,5.27145,2435.29,4.73455,2435.32,4.02391,2435.31,3.36289,2435.29,2.82758,2435.25,2.4169,2435.25,2.08078,2435.26,1.75001,2435.28,1.53352,2435.25,1.33429,2435.27
18.2241,2434.07,18.1084,2434.1,17.9397,2434.13,17.6652,2434.04,16.7087,2434.1,15.9187,2434.05,14.8458,2434.03,13.5991,2434.03,12.5042,2434.03,10.8989,2434.35,9.45595,2434.17,8.96999,2434.08,7.80907,2434.05,6.63151,2434.07,5.26936,2434.05,4.73221,2434.07,4.02242,2434.05,3.36091,2434.05,2.8264,2434.01,2.41748,2434.01,2.0799,2434.01,1.74884,2434.03,1.533,2434.01,1.33329,2434.01
18.2244,2432.8,18.1078,2432.84,17.9391,2432.87,17.6642,2432.79,16.7089,2432.85,15.9178,2432.78,14.8419,2432.76,13.5985,2432.77,12.5034,2432.75,10.8983,2433.08,9.45355,2432.91,8.96877,2432.83,7.80755,2432.8,6.63017,2432.8,5.26779,2432.79,4.73035,2432.82,4.02055,2432.78,3.35912,2432.77,2.82506,2432.75,2.41651,2432.74,2.07898,2432.75,1.74808,2432.76,1.53203,2432.74,1.33282,2432.76
18.2243,2431.57,18.1073,2431.61,17.9395,2431.62,17.6625,2431.56,16.7092,2431.61,15.9162,2431.55,14.8381,2431.53,13.5975,2431.54,12.5017,2431.53,10.8972,2431.85,9.44974,2431.67,8.967,2431.59,7.80542,2431.56,6.62856,2431.58,5.26655,2431.55,4.72943,2431.59,4.01904,2431.55,3.35828,2431.54,2.82425,2431.53,2.41382,2431.51,2.078,2431.53,1.74749,2431.53,1.53124,2431.52,1.33179,2431.52
18.2247,2430.32,18.1067,2430.38,17.9397,2430.38,17.6615,2430.32,16.7111,2430.36,15.9146,2430.3,14.8369,2430.29,13.5967,2430.3,12.4999,2430.29,10.9003,2430.61,9.44756,2430.43,8.96465,2430.35,7.80212,2430.31,6.62709,2430.33,5.26456,2430.31,4.72772,2430.34,4.01742,2430.31,3.35763,2430.3,2.82211,2430.27,2.41217,2430.27,2.07645,2430.28,1.74625,2430.27,1.53067,2430.27,1.33077,2430.29
18.2271,2429.07,18.106,2429.14,17.9393,2429.13,17.6599,2429.09,16.7083,2429.11,15.9122,2429.07,14.8372,2429.05,13.5964,2429.04,12.498,2429.03,10.8971,2429.37,9.4471,2429.19,8.96275,2429.08,7.79954,2429.08,6.62515,2429.09,5.26326,2429.07,4.72523,2429.1,4.01565,2429.07,3.35569,2429.04,2.8199,2429.04,2.41132,2429.03,2.07509,2429.04,1.74595,2429.04,1.52977,2429.03,1.33028,2429.04
18.228,2427.81,18.1058,2427.88,17.9388,2427.87,17.658,2427.84,16.7039,2427.84,15.9108,2427.8,14.8375,2427.78,13.5959,2427.79,12.4948,2427.78,10.8999,2428.09,9.44559,2427.93,8.96076,2427.84,7.79771,2427.81,6.62339,2427.81,5.26181,2427.81,4.72298,2427.82,4.01416,2427.8,3.35403,2427.79,2.81808,2427.77,2.41017,2427.78,2.07442,2427.76,1.74594,2427.78,1.52898,2427.77,1.32942,2427.77
18.2274,2426.54,18.1061,2426.6,17.9382,2426.59,17.6565,2426.55,16.7003,2426.56,15.91,2426.52,14.8361,2426.5,13.5948,2426.51,12.4917,2426.5,10.8977,2426.81,9.44437,2426.65,8.95954,2426.56,7.79537,2426.53,6.62205,2426.54,5.26,2426.53,4.72183,2426.55,4.01304,2426.53,3.3533,2426.49,2.81682,2426.49,2.40948,2426.49,2.07307,2426.49,1.74522,2426.5,1.52859,2426.49,1.3284,2426.5
