M20C,B20C,M25C,B25C,M30C,B30C,M35C,B35C,M40C,B40C,M45C,B45C,M50C,B50C,M55C,B55C,M60C,B60C,M65C,B65C,M70C,B70C,M75C,B75C
11.3257,2355.54,11.1792,2355.5,10.0828,2355.49,8.75825,2355.46,7.63541,2355.43,6.5057,2355.45,5.5389,2355.41,4.61159,2355.42,3.78355,2355.39,3.00717,2355.84,2.65338,2355.69,2.33042,2355.51
11.324,2354.3,11.1753,2354.29,10.0822,2354.24,8.75286,2354.22,7.63341,2354.2,6.50374,2354.23,5.53739,2354.18,4.61045,2354.18,3.7828,2354.15,3.00741,2354.6,2.652,2354.45,2.32988,2354.28
11.3204,2353.06,11.1721,2353.03,10.0804,2352.99,8.74564,2352.97,7.63255,2352.95,6.5021,2352.97,5.53608,2352.93,4.60968,2352.93,3.78142,2352.9,3.0092,2353.36,2.65078,2353.2,2.32879,2353.04
11.3171,2351.81,11.169,2351.78,10.0786,2351.74,8.74427,2351.72,7.63024,2351.69,6.50075,2351.72,5.53441,2351.68,4.60825,2351.69,3.77876,2351.66,3.00908,2352.11,2.65046,2351.95,2.32832,2351.78
11.3143,2350.55,11.1668,2350.52,10.0782,2350.48,8.74649,2350.48,7.6276,2350.43,6.49864,2350.46,5.53273,2350.42,4.60631,2350.42,3.77716,2350.39,3.00776,2350.84,2.64879,2350.7,2.32771,2350.53
11.312,2349.3,11.1634,2349.26,10.0767,2349.22,8.75033,2349.23,7.62572,2349.18,6.49648,2349.2,5.53124,2349.17,4.60621,2349.17,3.77535,2349.14,3.0062,2349.59,2.64722,2349.44,2.32595,2349.27
11.3112,2347.93,11.1623,2347.89,10.0745,2347.85,8.7501,2347.85,7.62492,2347.8,6.49376,2347.84,5.53044,2347.79,4.60518,2347.79,3.77449,2347.76,3.00455,2348.21,2.64593,2348.06,2.32512,2347.89
11.312,2346.61,11.1584,2346.58,10.0727,2346.56,8.74704,2346.56,7.62206,2346.5,6.49124,2346.54,5.52744,2346.49,4.60302,2346.5,3.77292,2346.46,3.00179,2346.92,2.64538,2346.78,2.32313,2346.61
11.3088,2345.37,11.1585,2345.34,10.0722,2345.3,8.74582,2345.31,7.61994,2345.24,6.49053,2345.29,5.52552,2345.25,4.60208,2345.26,3.77177,2345.23,3.00095,2345.68,2.64438,2345.52,2.32143,2345.35
11.3065,2344.14,11.1556,2344.1,10.0696,2344.05,8.74689,2344.07,7.61908,2344.01,6.48892,2344.04,5.52313,2344.02,4.60061,2344.02,3.77005,2343.99,2.99911,2344.43,2.64283,2344.29,2.32016,2344.12
11.3037,2342.91,11.1528,2342.87,10.0673,2342.82,8.74664,2342.84,7.61818,2342.78,6.4875,2342.82,5.52125,2342.77,4.59876,2342.78,3.76832,2342.75,2.99816,2343.21,2.64121,2343.06,2.31906,2342.89
11.3006,2341.66,11.1491,2341.62,10.0656,2341.58,8.74534,2341.58,7.61671,2341.53,6.486,2341.57,5.51953,2341.53,4.59754,2341.54,3.76687,2341.5,2.99694,2341.95,2.64016,2341.8,2.31804,2341.64
11.2985,2340.41,11.1468,2340.37,10.065,2340.33,8.74436,2340.34,7.61571,2340.29,6.48536,2340.32,5.51748,2340.28,4.59618,2340.29,3.7653,2340.27,2.99538,2340.71,2.63875,2340.56,2.31738,2340.39
11.2959,2339.17,11.1458,2339.12,10.0632,2339.1,8.74124,2339.08,7.61536,2339.04,6.48271,2339.07,5.51569,2339.04,4.59455,2339.04,3.76331,2339.03,2.98984,2339.47,2.63714,2339.32,2.31623,2339.15
11.2948,2337.9,11.1401,2337.87,10.0607,2337.86,8.73902,2337.84,7.61356,2337.8,6.48064,2337.83,5.51369,2337.79,4.59316,2337.79,3.76025,2337.77,2.98824,2338.23,2.6352,2338.08,2.31471,2337.91
11.2904,2336.64,11.1362,2336.6,10.0596,2336.61,8.73696,2336.58,7.61159,2336.55,6.47931,2336.58,5.51184,2336.55,4.59131,2336.56,3.75806,2336.53,2.99039,2336.97,2.63392,2336.83,2.31202,2336.66
11.2884,2335.41,11.1356,2335.36,10.0575,2335.38,8.73598,2335.33,7.60918,2335.31,6.47728,2335.34,5.51051,2335.3,4.58986,2335.32,3.75689,2335.29,2.98986,2335.73,2.63254,2335.59,2.31147,2335.42
11.2894,2334.13,11.1302,2334.12,10.0556,2334.14,8.73505,2334.09,7.60704,2334.08,6.47454,2334.1,5.50911,2334.07,4.58838,2334.08,3.75525,2334.04,2.98961,2334.49,2.63087,2334.34,2.31135,2334.18
11.2841,2332.9,11.1276,2332.87,10.0541,2332.89,8.73322,2332.84,7.6056,2332.83,6.47215,2332.84,5.50778,2332.82,4.58686,2332.83,3.75334,2332.8,2.98822,2333.24,2.6297,2333.1,2.31053,2332.93
11.2816,2331.66,11.1276,2331.62,10.0529,2331.65,8.7306,2331.59,7.60482,2331.59,6.47076,2331.6,5.50575,2331.58,4.58494,2331.59,3.75209,2331.57,2.98746,2332,2.62831,2331.85,2.30955,2331.68
11.2783,2330.4,11.125,2330.37,10.051,2330.4,8.72918,2330.33,7.60336,2330.34,6.4693,2330.34,5.50475,2330.33,4.58329,2330.34,3.75086,2330.31,2.98691,2330.76,2.62777,2330.59,2.30844,2330.43
11.2785,2329.15,11.1243,2329.12,10.0497,2329.15,8.72755,2329.09,7.6017,2329.09,6.46769,2329.1,5.50269,2329.08,4.58144,2329.08,3.74887,2329.05,2.98531,2329.49,2.62739,2329.35,2.3062,2329.18
11.2768,2327.91,11.1202,2327.87,10.0492,2327.9,8.726,2327.83,7.59966,2327.85,6.46665,2327.83,5.50058,2327.82,4.58,2327.83,3.74798,2327.81,2.98449,2328.25,2.62596,2328.09,2.30553,2327.94
11.2719,2326.65,11.1171,2326.62,10.0488,2326.68,8.724,2326.58,7.59673,2326.59,6.46589,2326.6,5.49912,2326.59,4.57796,2326.59,3.74611,2326.57,2.98286,2326.99,2.62473,2326.84,2.30501,2326.69
11.271,2325.42,11.1149,2325.37,10.0475,2325.43,8.72105,2325.35,7.59411,2325.36,6.46411,2325.36,5.49724,2325.35,4.57647,2325.34,3.74452,2325.32,2.98186,2325.75,2.62305,2325.61,2.30328,2325.45
11.2692,2324.17,11.1109,2324.14,10.0467,2324.2,8.71879,2324.11,7.59332,2324.12,6.4621,2324.12,5.49596,2324.1,4.5746,2324.11,3.74358,2324.08,2.98029,2324.52,2.62311,2324.36,2.30153,2324.21
11.2669,2322.92,11.1086,2322.89,10.0447,2322.95,8.71705,2322.86,7.5912,2322.86,6.46031,2322.87,5.49327,2322.85,4.57257,2322.86,3.74214,2322.82,2.9793,2323.27,2.62173,2323.13,2.30033,2322.96
11.2636,2321.7,11.1065,2321.66,10.0425,2321.71,8.7157,2321.62,7.58919,2321.63,6.45851,2321.63,5.49076,2321.62,4.57087,2321.62,3.74044,2321.59,2.97838,2322.03,2.62067,2321.88,2.29946,2321.72
11.2615,2320.45,11.1052,2320.43,10.0401,2320.46,8.71459,2320.39,7.58721,2320.39,6.4575,2320.38,5.48886,2320.37,4.56978,2320.38,3.73875,2320.34,2.97649,2320.77,2.61995,2320.63,2.29847,2320.47
11.2653,2319.21,11.1019,2319.18,10.0392,2319.21,8.71209,2319.13,7.58583,2319.13,6.45537,2319.14,5.4876,2319.12,4.56921,2319.13,3.73742,2319.09,2.97468,2319.51,2.61903,2319.38,2.29741,2319.22
11.2632,2317.96,11.0975,2317.94,10.0386,2317.96,8.7098,2317.88,7.58382,2317.88,6.45349,2317.9,5.48565,2317.87,4.56753,2317.88,3.7362,2317.83,2.97394,2318.27,2.61796,2318.13,2.29591,2317.97
11.2618,2316.74,11.0966,2316.7,10.0405,2316.72,8.70789,2316.65,7.58343,2316.64,6.45209,2316.66,5.4841,2316.63,4.56582,2316.63,3.73437,2316.59,2.97414,2317.04,2.61673,2316.89,2.29481,2316.73
11.2603,2315.5,11.0935,2315.46,10.0412,2315.47,8.70519,2315.4,7.58043,2315.39,6.45064,2315.42,5.48207,2315.38,4.56482,2315.38,3.73326,2315.35,2.973,2315.8,2.61523,2315.64,2.29348,2315.48
11.2555,2314.25,11.0918,2314.22,10.0389,2314.22,8.70322,2314.16,7.57783,2314.15,6.44916,2314.16,5.47993,2314.13,4.56378,2314.13,3.73194,2314.1,2.97177,2314.54,2.61448,2314.4,2.29353,2314.24
11.2534,2313,11.0866,2312.97,10.0356,2312.96,8.70235,2312.91,7.57733,2312.89,6.44769,2312.93,5.47883,2312.88,4.56243,2312.87,3.73072,2312.84,2.97062,2313.29,2.61303,2313.15,2.2923,2312.98
11.2526,2311.75,11.0832,2311.72,10.0322,2311.7,8.7013,2311.66,7.57556,2311.63,6.44592,2311.67,5.47794,2311.63,4.56102,2311.63,3.72976,2311.6,2.96859,2312.03,2.61171,2311.89,2.29151,2311.73
11.2497,2310.49,11.0811,2310.48,10.0301,2310.44,8.69675,2310.4,7.5741,2310.38,6.44385,2310.41,5.47683,2310.38,4.55927,2310.36,3.72765,2310.34,2.96735,2310.78,2.61072,2310.63,2.29037,2310.46
11.2434,2309.22,11.0778,2309.2,10.0279,2309.17,8.69427,2309.14,7.57147,2309.11,6.44203,2309.14,5.47686,2309.11,4.5564,2309.1,3.72619,2309.07,2.96628,2309.51,2.60942,2309.36,2.28928,2309.2
11.2384,2307.94,11.0711,2307.9,10.0256,2307.9,8.69028,2307.88,7.5711,2307.83,6.4401,2307.88,5.47522,2307.83,4.55478,2307.82,3.72478,2307.79,2.9648,2308.26,2.60796,2308.11,2.28814,2307.93
11.2373,2306.69,11.0683,2306.68,10.0234,2306.63,8.68761,2306.63,7.57029,2306.59,6.4381,2306.63,5.47276,2306.58,4.55351,2306.57,3.723,2306.55,2.96387,2306.97,2.60746,2306.84,2.28517,2306.67
11.236,2305.46,11.0682,2305.44,10.0224,2305.39,8.68552,2305.39,7.56766,2305.34,6.4364,2305.38,5.47063,2305.33,4.55209,2305.33,3.72107,2305.32,2.96262,2305.75,2.60638,2305.6,2.28375,2305.44
11.2325,2304.22,11.0678,2304.2,10.0208,2304.15,8.6839,2304.16,7.56465,2304.11,6.43488,2304.14,5.46887,2304.09,4.55038,2304.1,3.71944,2304.08,2.96242,2304.49,2.60468,2304.36,2.28474,2304.2
11.2294,2302.97,11.0636,2302.94,10.0182,2302.9,8.68212,2302.91,7.56356,2302.84,6.4322,2302.9,5.46674,2302.85,4.54876,2302.85,3.71884,2302.83,2.96257,2303.26,2.60318,2303.12,2.28405,2302.96
11.226,2301.74,11.0595,2301.7,10.0156,2301.65,8.68122,2301.66,7.56301,2301.61,6.42977,2301.66,5.4656,2301.62,4.54688,2301.62,3.71744,2301.6,2.96157,2302.02,2.60174,2301.89,2.28339,2301.71
11.2265,2300.5,11.0597,2300.46,10.0142,2300.41,8.6798,2300.43,7.56256,2300.37,6.42807,2300.41,5.46443,2300.37,4.54564,2300.37,3.71511,2300.35,2.96204,2300.78,2.60084,2300.64,2.28243,2300.48
11.2245,2299.25,11.0576,2299.22,10.0127,2299.17,8.67814,2299.18,7.56064,2299.11,6.4264,2299.16,5.46437,2299.11,4.54358,2299.11,3.71358,2299.09,2.96117,2299.54,2.59966,2299.38,2.2816,2299.22
11.2253,2298,11.056,2297.95,10.0112,2297.92,8.67518,2297.93,7.55901,2297.88,6.42462,2297.91,5.46255,2297.87,4.54199,2297.87,3.71172,2297.86,2.95932,2298.28,2.59904,2298.14,2.28046,2297.99
11.2213,2296.76,11.0567,2296.71,10.009,2296.68,8.67371,2296.69,7.55732,2296.63,6.42261,2296.67,5.46061,2296.64,4.54089,2296.64,3.70893,2296.61,2.95758,2297.04,2.59796,2296.91,2.27943,2296.74
11.2181,2295.51,11.0536,2295.46,10.0073,2295.45,8.67184,2295.44,7.55489,2295.39,6.42042,2295.43,5.45832,2295.41,4.53902,2295.4,3.70794,2295.38,2.95655,2295.8,2.59723,2295.67,2.27717,2295.51
11.2133,2294.26,11.0488,2294.2,10.0067,2294.19,8.67072,2294.18,7.55205,2294.16,6.41874,2294.18,5.45712,2294.15,4.53718,2294.16,3.70682,2294.13,2.95529,2294.56,2.59583,2294.42,2.27557,2294.25
11.2084,2293.01,11.0448,2292.95,10.0049,2292.97,8.67113,2292.93,7.55201,2292.92,6.41722,2292.94,5.45558,2292.9,4.53574,2292.91,3.70559,2292.9,2.95351,2293.31,2.59478,2293.17,2.27474,2293.02
11.2032,2291.74,11.0454,2291.69,10.0025,2291.72,8.67311,2291.68,7.55037,2291.67,6.41544,2291.69,5.45429,2291.66,4.53433,2291.67,3.70561,2291.63,2.95169,2292.08,2.59359,2291.92,2.27284,2291.77
11.2021,2290.46,11.042,2290.45,10.0015,2290.47,8.6715,2290.43,7.54885,2290.43,6.41397,2290.42,5.45593,2290.4,4.53253,2290.41,3.70433,2290.39,2.94982,2290.82,2.59124,2290.68,2.27139,2290.51
11.2004,2289.21,11.0389,2289.19,10.0001,2289.21,8.66961,2289.17,7.54864,2289.16,6.41181,2289.16,5.45499,2289.15,4.53066,2289.14,3.70229,2289.12,2.94841,2289.56,2.58998,2289.41,2.27183,2289.25
11.1975,2287.98,11.037,2287.94,9.99854,2287.98,8.66724,2287.92,7.54692,2287.92,6.40946,2287.94,5.45315,2287.92,4.52899,2287.92,3.70078,2287.89,2.94616,2288.32,2.58764,2288.17,2.27131,2288.02
11.1945,2286.73,11.0365,2286.71,9.99773,2286.74,8.6659,2286.67,7.54546,2286.68,6.40857,2286.7,5.45153,2286.67,4.52749,2286.67,3.69945,2286.65,2.94134,2287.07,2.58813,2286.93,2.26972,2286.77
11.1933,2285.51,11.0341,2285.47,9.99522,2285.51,8.66366,2285.43,7.54318,2285.46,6.40701,2285.45,5.45007,2285.43,4.52588,2285.44,3.69759,2285.41,2.93954,2285.83,2.58772,2285.7,2.26875,2285.55
11.1895,2284.24,11.0319,2284.22,9.9941,2284.27,8.66052,2284.19,7.54042,2284.19,6.40567,2284.2,5.44808,2284.18,4.52352,2284.19,3.69662,2284.16,2.9386,2284.59,2.58664,2284.45,2.26805,2284.29
11.1869,2283.03,11.0296,2282.99,9.99275,2283.03,8.65877,2282.96,7.53812,2282.95,6.40348,2282.97,5.44601,2282.94,4.52207,2282.96,3.6952,2282.93,2.93751,2283.35,2.58518,2283.21,2.26729,2283.06
11.1873,2281.76,11.0258,2281.73,9.99037,2281.79,8.65815,2281.7,7.53715,2281.71,6.40208,2281.71,5.44406,2281.7,4.521,2281.7,3.69405,2281.68,2.93611,2282.1,2.58586,2281.95,2.26499,2281.79
11.1847,2280.51,11.0205,2280.5,9.98866,2280.54,8.65695,2280.46,7.53584,2280.46,6.40075,2280.47,5.44193,2280.45,4.51947,2280.47,3.69293,2280.43,2.93531,2280.86,2.58544,2280.71,2.26387,2280.55
11.183,2279.26,11.0169,2279.23,9.98836,2279.28,8.65389,2279.2,7.53311,2279.2,6.39878,2279.22,5.4397,2279.19,4.51799,2279.2,3.69098,2279.16,2.93426,2279.59,2.58448,2279.45,2.26303,2279.29
11.1803,2278.03,11.0137,2278,9.98488,2278.04,8.65255,2277.97,7.53207,2277.99,6.39696,2277.98,5.4371,2277.96,4.51629,2277.97,3.68891,2277.94,2.9329,2278.36,2.58346,2278.21,2.26142,2278.06
11.1797,2276.78,11.0121,2276.77,9.98058,2276.8,8.65154,2276.73,7.53014,2276.73,6.39506,2276.74,5.43501,2276.71,4.51375,2276.72,3.68836,2276.69,2.93126,2277.11,2.58221,2276.97,2.26196,2276.81
11.1761,2275.56,11.013,2275.53,9.97886,2275.56,8.64848,2275.49,7.52674,2275.49,6.39338,2275.5,5.43308,2275.47,4.51136,2275.48,3.68747,2275.45,2.93016,2275.87,2.57949,2275.73,2.26165,2275.56
11.1748,2274.3,11.0147,2274.27,9.97677,2274.3,8.64548,2274.24,7.52522,2274.23,6.39151,2274.25,5.43098,2274.23,4.51007,2274.22,3.68589,2274.19,2.92907,2274.6,2.57759,2274.46,2.26062,2274.3
11.1722,2273.1,11.0115,2273.06,9.97597,2273.06,8.64383,2273,7.52416,2272.98,6.38986,2273,5.42895,2272.98,4.50862,2272.96,3.68374,2272.94,2.92865,2273.37,2.57663,2273.23,2.25871,2273.07
11.1713,2271.82,11.0078,2271.79,9.97789,2271.79,8.64386,2271.73,7.52206,2271.72,6.38813,2271.75,5.42693,2271.72,4.50704,2271.72,3.6818,2271.68,2.92767,2272.12,2.57476,2271.96,2.25827,2271.8
11.1689,2270.55,11.0032,2270.52,9.97636,2270.52,8.64366,2270.46,7.51992,2270.45,6.38579,2270.48,5.42471,2270.44,4.50557,2270.43,3.68042,2270.41,2.92605,2270.83,2.5734,2270.7,2.25737,2270.53
11.1651,2269.24,11.0013,2269.2,9.97407,2269.2,8.64325,2269.16,7.51841,2269.12,6.38342,2269.18,5.42244,2269.14,4.50354,2269.12,3.67865,2269.09,2.92474,2269.51,2.57213,2269.38,2.25658,2269.23
11.1623,2268,10.9976,2267.97,9.97356,2267.94,8.64073,2267.92,7.51677,2267.88,6.38165,2267.92,5.42078,2267.89,4.50163,2267.88,3.67671,2267.86,2.92336,2268.28,2.57119,2268.14,2.25549,2267.97
11.1628,2266.76,10.9933,2266.73,9.97264,2266.71,8.63881,2266.69,7.51533,2266.64,6.37906,2266.68,5.42001,2266.64,4.50045,2266.64,3.6732,2266.61,2.92179,2267.04,2.56979,2266.89,2.25453,2266.73
11.1589,2265.51,10.9937,2265.49,9.96894,2265.47,8.63704,2265.45,7.51368,2265.41,6.37641,2265.44,5.4173,2265.41,4.49826,2265.4,3.67104,2265.37,2.91971,2265.81,2.5681,2265.65,2.25348,2265.49
11.1576,2264.27,10.9926,2264.25,9.96689,2264.23,8.63519,2264.22,7.51217,2264.16,6.37561,2264.2,5.41466,2264.17,4.4969,2264.16,3.6697,2264.14,2.91863,2264.54,2.56719,2264.42,2.2521,2264.25
11.1554,2263.05,10.9895,2263.01,9.96612,2262.99,8.63252,2262.98,7.51033,2262.93,6.37353,2262.96,5.41254,2262.92,4.49545,2262.93,3.667,2262.9,2.91756,2263.32,2.56636,2263.18,2.25111,2263.01
11.1518,2261.79,10.9852,2261.75,9.96396,2261.73,8.6302,2261.72,7.50808,2261.67,6.37184,2261.7,5.41028,2261.67,4.49265,2261.67,3.666,2261.65,2.91636,2262.07,2.56495,2261.93,2.24883,2261.76
11.1479,2260.53,10.9842,2260.51,9.9618,2260.47,8.62927,2260.47,7.50489,2260.42,6.37023,2260.46,5.40899,2260.43,4.49068,2260.41,3.66468,2260.39,2.91481,2260.82,2.56422,2260.68,2.24672,2260.51
11.1433,2259.3,10.98,2259.26,9.95825,2259.23,8.62725,2259.23,7.50363,2259.17,6.36794,2259.22,5.40729,2259.17,4.489,2259.17,3.66321,2259.16,2.91346,2259.58,2.56417,2259.43,2.24524,2259.27
11.1429,2258.07,10.9756,2258.03,9.95733,2257.99,8.6261,2258,7.50192,2257.94,6.36599,2257.98,5.40518,2257.94,4.4874,2257.95,3.66106,2257.92,2.91156,2258.33,2.5619,2258.2,2.24399,2258.04
11.1386,2256.82,10.974,2256.77,9.95501,2256.73,8.62454,2256.75,7.50045,2256.69,6.36481,2256.74,5.40411,2256.69,4.4856,2256.71,3.65923,2256.67,2.90986,2257.1,2.56042,2256.96,2.24271,2256.79
11.1386,2255.57,10.9727,2255.53,9.95399,2255.49,8.62216,2255.49,7.49812,2255.45,6.36403,2255.5,5.40141,2255.44,4.48385,2255.46,3.65716,2255.43,2.90856,2255.84,2.5594,2255.7,2.24141,2255.55
11.1352,2254.33,10.9698,2254.28,9.95646,2254.24,8.61932,2254.24,7.49506,2254.2,6.36327,2254.23,5.39906,2254.19,4.48194,2254.19,3.65594,2254.18,2.90687,2254.6,2.55741,2254.46,2.24032,2254.29
11.136,2253.07,10.9679,2253.01,9.95405,2253,8.61785,2252.99,7.49148,2252.95,6.36164,2252.98,5.39708,2252.94,4.47912,2252.96,3.65487,2252.93,2.90538,2253.34,2.55588,2253.22,2.23913,2253.05
11.1361,2251.82,10.9657,2251.76,9.95146,2251.74,8.61707,2251.73,7.48879,2251.7,6.3598,2251.73,5.39493,2251.68,4.47623,2251.69,3.65433,2251.67,2.90457,2252.1,2.55423,2251.96,2.23836,2251.8
11.1325,2250.55,10.9627,2250.49,9.94965,2250.5,8.61453,2250.48,7.48679,2250.45,6.35731,2250.49,5.39305,2250.44,4.47478,2250.44,3.65296,2250.41,2.9033,2250.85,2.55312,2250.71,2.23714,2250.55
11.1301,2249.29,10.9595,2249.25,9.94629,2249.26,8.61282,2249.22,7.4843,2249.21,6.35591,2249.23,5.3917,2249.19,4.47367,2249.2,3.65025,2249.18,2.90236,2249.61,2.55117,2249.46,2.2358,2249.3
11.1269,2248.06,10.9571,2248,9.94397,2248.03,8.61082,2247.99,7.48239,2247.98,6.3548,2247.99,5.39023,2247.96,4.47042,2247.97,3.64776,2247.95,2.90127,2248.37,2.5491,2248.22,2.23461,2248.07
11.125,2246.8,10.9563,2246.76,9.94233,2246.79,8.6099,2246.74,7.47771,2246.74,6.35403,2246.76,5.3885,2246.71,4.46704,2246.72,3.6454,2246.71,2.9,2247.13,2.5484,2246.98,2.23348,2246.82
11.1246,2245.55,10.9537,2245.51,9.94062,2245.55,8.60856,2245.48,7.47335,2245.49,6.35239,2245.5,5.38712,2245.47,4.46694,2245.47,3.64492,2245.45,2.89819,2245.88,2.54766,2245.73,2.23249,2245.58
11.1207,2244.3,10.9504,2244.27,9.93832,2244.3,8.60657,2244.24,7.4678,2244.25,6.35005,2244.26,5.38506,2244.22,4.46595,2244.24,3.64385,2244.2,2.89709,2244.64,2.54616,2244.49,2.23115,2244.33
11.117,2243.05,10.9481,2243.03,9.93691,2243.05,8.60414,2242.99,7.47073,2243,6.34868,2243,5.38374,2242.98,4.46496,2242.98,3.64202,2242.97,2.89647,2243.39,2.54517,2243.25,2.2302,2243.08
11.1146,2241.8,10.9444,2241.76,9.93662,2241.81,8.60211,2241.74,7.47068,2241.75,6.34548,2241.76,5.38132,2241.73,4.46304,2241.74,3.64056,2241.7,2.89537,2242.13,2.54412,2241.99,2.22904,2241.82
11.111,2240.54,10.9404,2240.53,9.93356,2240.56,8.6009,2240.49,7.46969,2240.49,6.34069,2240.5,5.37847,2240.48,4.4611,2240.48,3.6392,2240.46,2.89523,2240.88,2.54262,2240.74,2.22778,2240.57
11.111,2239.31,10.9364,2239.29,9.93167,2239.32,8.59986,2239.25,7.46899,2239.26,6.3375,2239.26,5.37624,2239.24,4.45938,2239.24,3.63691,2239.22,2.89588,2239.64,2.54136,2239.5,2.22679,2239.33
11.1093,2238.06,10.9362,2238.03,9.92792,2238.08,8.60067,2238.01,7.46757,2238.01,6.33333,2238.02,5.37585,2237.98,4.45461,2237.99,3.63453,2237.97,2.89478,2238.39,2.5411,2238.25,2.22564,2238.09
11.1108,2236.81,10.9351,2236.79,9.92504,2236.84,8.5994,2236.76,7.46643,2236.76,6.33084,2236.76,5.37425,2236.73,4.45016,2236.75,3.63279,2236.73,2.89118,2237.14,2.5399,2237,2.22444,2236.84
11.1069,2235.56,10.9311,2235.53,9.92365,2235.59,8.59781,2235.5,7.46416,2235.5,6.32931,2235.51,5.37236,2235.48,4.44915,2235.5,3.63153,2235.47,2.88959,2235.88,2.53967,2235.74,2.22326,2235.6
11.1021,2234.33,10.9301,2234.29,9.9218,2234.34,8.59565,2234.27,7.46183,2234.26,6.32834,2234.27,5.37067,2234.24,4.44689,2234.24,3.62919,2234.22,2.88887,2234.64,2.53871,2234.5,2.22192,2234.34
11.1008,2233.06,10.9261,2233.05,9.92119,2233.08,8.59322,2233.01,7.46071,2233.01,6.32909,2233.01,5.36933,2232.98,4.44429,2232.99,3.62751,2232.97,2.88749,2233.37,2.53707,2233.24,2.22094,2233.08
11.0961,2231.81,10.9236,2231.8,9.91852,2231.81,8.59108,2231.75,7.45815,2231.73,6.3278,2231.75,5.36747,2231.72,4.44247,2231.72,3.62619,2231.7,2.88581,2232.11,2.53298,2231.98,2.21962,2231.81
11.0926,2230.55,10.9225,2230.53,9.91683,2230.55,8.58936,2230.49,7.45689,2230.46,6.32589,2230.5,5.36579,2230.46,4.44041,2230.44,3.62494,2230.42,2.88423,2230.86,2.53098,2230.71,2.21817,2230.55
11.0907,2229.31,10.9181,2229.28,9.91388,2229.28,8.58695,2229.24,7.45473,2229.21,6.32395,2229.24,5.36416,2229.21,4.43819,2229.2,3.62132,2229.18,2.88335,2229.59,2.52993,2229.45,2.21613,2229.29
11.0918,2228.09,10.9144,2228.06,9.91243,2228.04,8.58432,2228,7.453,2227.97,6.32244,2228,5.36265,2227.97,4.43556,2227.96,3.61947,2227.94,2.88204,2228.35,2.52879,2228.2,2.21494,2228.05
11.0883,2226.83,10.9103,2226.81,9.91013,2226.8,8.58288,2226.76,7.45054,2226.73,6.32084,2226.76,5.36045,2226.71,4.43359,2226.72,3.618,2226.7,2.88177,2227.11,2.5279,2226.97,2.2147,2226.81
11.0899,2225.59,10.9052,2225.58,9.90761,2225.56,8.58224,2225.52,7.44825,2225.48,6.31862,2225.52,5.35845,2225.48,4.43081,2225.47,3.61693,2225.46,2.88126,2225.85,2.52838,2225.72,2.21419,2225.56
11.0834,2224.36,10.9024,2224.34,9.90581,2224.32,8.57887,2224.29,7.44619,2224.26,6.31713,2224.28,5.35701,2224.24,4.4294,2224.24,3.61568,2224.22,2.87941,2224.62,2.52796,2224.48,2.21292,2224.34
11.0801,2223.11,10.9022,2223.08,9.90327,2223.05,8.57645,2223.04,7.44424,2223,6.31501,2223.02,5.35488,2223,4.42818,2222.99,3.61376,2222.96,2.87707,2223.37,2.52633,2223.24,2.21206,2223.09
11.0763,2221.85,10.899,2221.83,9.90079,2221.81,8.57401,2221.79,7.44485,2221.75,6.31326,2221.77,5.35322,2221.74,4.42707,2221.73,3.61209,2221.71,2.87557,2222.12,2.52504,2221.98,2.21039,2221.83
11.0762,2220.6,10.8946,2220.59,9.89907,2220.56,8.57401,2220.55,7.44572,2220.51,6.31352,2220.54,5.35177,2220.5,4.4271,2220.5,3.61086,2220.48,2.87444,2220.88,2.52419,2220.74,2.20974,2220.59
11.0747,2219.38,10.8917,2219.36,9.89803,2219.32,8.57152,2219.32,7.44312,2219.27,6.31241,2219.31,5.34974,2219.26,4.42723,2219.26,3.61009,2219.25,2.87316,2219.65,2.52258,2219.51,2.20771,2219.36
11.0704,2218.13,10.8902,2218.11,9.89664,2218.07,8.56796,2218.07,7.44038,2218.02,6.31037,2218.06,5.34755,2218.02,4.42735,2218.01,3.61039,2218,2.87197,2218.4,2.51995,2218.27,2.20641,2218.11
11.0681,2216.89,10.8911,2216.86,9.89381,2216.81,8.5655,2216.82,7.43807,2216.77,6.30888,2216.81,5.34623,2216.77,4.42572,2216.77,3.60803,2216.74,2.86839,2217.17,2.51701,2217.01,2.20484,2216.86
11.0657,2215.64,10.8866,2215.61,9.89198,2215.57,8.56416,2215.57,7.43521,2215.52,6.30745,2215.57,5.34452,2215.52,4.42277,2215.52,3.60585,2215.51,2.86273,2215.9,2.51849,2215.76,2.20379,2215.61
11.0664,2214.39,10.8848,2214.37,9.89131,2214.32,8.56327,2214.32,7.43275,2214.27,6.30619,2214.32,5.34254,2214.27,4.41987,2214.27,3.60457,2214.26,2.86145,2214.65,2.51851,2214.52,2.20234,2214.36
11.065,2213.14,10.8802,2213.1,9.8897,2213.05,8.56207,2213.06,7.43031,2213.01,6.30453,2213.05,5.34067,2213.01,4.41744,2213,3.60498,2213,2.86024,2213.4,2.51726,2213.26,2.20226,2213.11
11.0604,2211.87,10.8767,2211.85,9.88762,2211.8,8.55928,2211.81,7.42723,2211.76,6.30274,2211.81,5.33877,2211.76,4.41493,2211.76,3.60599,2211.75,2.85896,2212.14,2.51629,2212.01,2.20177,2211.86
